,Cities,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Lat,Lng,Hotel Name
164,hermanus,-76.87725995904181,-1.4922312761758008,45.0,93.0,29.0,3.67,ZA,1601428256.0,-34.4092004,19.2504436,Ocean Eleven
165,tuktoyaktuk,82.10268436070541,-120.89799769431662,37.4,93.0,90.0,2.24,CA,1601428281.0,69.445358,-133.034181,Hunter's B&B
166,vanimo,3.9545591336251382,141.38607675047226,85.62,66.0,15.0,5.41,PG,1601428260.0,-2.6896767,141.2998457,Sandaun Surf Hotel
167,bluff,-79.36083401144087,157.84895362551183,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
168,rikitea,-15.696119812087359,-128.89281825992916,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
169,hobart,-75.4292453777876,136.55287485990868,63.0,62.0,75.0,11.41,AU,1601428065.0,-42.8821377,147.3271949,Hotel Grand Chancellor Hobart
170,middletown,41.515299784826475,-74.50991022023474,53.01,100.0,90.0,7.23,US,1601428282.0,39.449556,-75.7163207,HOTEL DU PONT
171,yasnyy,51.02231323910928,60.33649926309954,48.13,74.0,0.0,8.61,RU,1601428282.0,51.0329523,59.8801448,Kosmos
172,faanui,-10.959983831843886,-154.20626935973075,78.44,79.0,2.0,21.43,PF,1601428283.0,-16.4867378,-151.7429125,InterContinental Bora Bora Resort Thalasso Spa
173,arraial do cabo,-42.31839082252039,-30.570235835166983,75.2,88.0,75.0,5.82,BR,1601428253.0,-22.9673373,-42.0268099,Orlanova Boutique Hotel
174,tuatapere,-59.589751391708546,155.54448245756078,47.19,80.0,100.0,9.35,NZ,1601428269.0,-46.1316001,167.6896954,Luna Sea Lodge
175,rikitea,-40.23617671028029,-134.95030059117641,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
176,saint-philippe,-53.14929340081255,70.61488171081214,68.0,72.0,38.0,5.82,RE,1601428284.0,-21.358118,55.764656,Palm Hotel & Spa
177,altay,47.64161407805679,87.38107176889825,35.47,81.0,95.0,0.74,CN,1601428284.0,47.844924,88.14125299999999,SILVERWATER HOTEL
178,mataura,-39.309570258570695,-150.1254070680038,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
179,rikitea,-51.560971726108754,-113.08743737956684,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
180,kuching,2.6170841067455086,110.69149275020777,80.6,88.0,20.0,2.24,MY,1601428284.0,1.553504,110.3592927,The Waterfront Hotel
181,dafeng,33.4940835698043,121.21352203587305,77.94,76.0,24.0,6.06,CN,1601428285.0,33.200333,120.50085,Aloft Yancheng
182,rawson,-48.74986149874103,-58.52623003271607,48.2,84.0,100.0,9.24,AR,1601428285.0,-43.2998581,-65.09948729999999,Apart Hotel Argenta
183,barrow,83.49656560212621,-160.94672009836376,33.8,80.0,90.0,11.41,US,1601428249.0,71.29055559999999,-156.788611,Top of the World Hotel
184,ushuaia,-89.34210539826141,-57.552218796906644,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Wyndham Garden Ushuaia Hotel del Glaciar
185,alofi,-17.57872961046445,-168.72588198299528,82.4,69.0,75.0,18.34,NU,1601428233.0,-19.0553711,-169.9178709,Scenic Matavai Resort Niue
186,hofn,64.32926125921989,-15.6480409219902,48.83,93.0,100.0,22.91,IS,1601428286.0,64.24970259999999,-15.2020077,Bragdavellir Cottages
187,punta arenas,-83.54421191962973,-96.78329253087013,33.8,86.0,40.0,26.4,CL,1601428251.0,-53.1638329,-70.9170683,Hotel José Nogueira
188,fortuna,38.52095662538861,-127.29593321654232,63.0,82.0,1.0,8.05,US,1601428271.0,40.5981867,-124.1572756,Gingerbread Mansion Inn
189,ushuaia,-63.21085865560485,-74.84544455784358,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Wyndham Garden Ushuaia Hotel del Glaciar
190,port lincoln,-50.44783126180091,129.33329529437125,62.13,70.0,100.0,21.03,AU,1601428003.0,-34.7239963,135.8611498,Marina Hotel
191,hobart,-76.10884706105723,139.17088159340608,63.0,62.0,75.0,11.41,AU,1601428065.0,-42.8821377,147.3271949,Hotel Grand Chancellor Hobart
192,vaini,-28.66510370154965,-177.46337947918755,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
193,oriximina,0.32394562023168305,-55.29759847248452,87.62,44.0,0.0,7.4,BR,1601428287.0,-1.7618311,-55.86381549999999,Hotel Mapuera
194,bend,43.539866383712756,-121.64047018664944,86.0,15.0,1.0,8.05,US,1601428287.0,44.0581728,-121.3153096,Riverhouse on the Deschutes
195,chokurdakh,70.81675494069162,145.53283076061155,43.34,75.0,100.0,7.43,RU,1601428274.0,70.622169,147.916168,Sberbank Rossii
196,hilo,7.812513871475204,-156.89440972236534,84.2,70.0,1.0,11.41,US,1601428266.0,19.7241106,-155.0868193,Oceanfront Legacy Vacation Rental
197,tiksi,83.82915216724156,124.7846765708956,33.76,97.0,100.0,14.03,RU,1601428248.0,71.63748199999999,128.8644716,Arktika
198,chuy,-53.42114782841739,-30.992348692533113,52.12,85.0,3.0,7.47,UY,1601428288.0,-33.692754,-53.4552817,Cabañas Utopía
199,esperance,-29.524626117681,120.94257611500427,59.0,100.0,0.0,11.41,AU,1601428289.0,-33.8613103,121.8914238,The Jetty Resort
200,rio rancho,35.5642638387212,-107.17347034927168,73.99,8.0,1.0,4.7,US,1601428289.0,35.2327544,-106.6630437,Tru by Hilton Albuquerque North I-25
201,oga,40.89196539573615,137.18505564081892,45.0,100.0,75.0,2.24,IT,1601428289.0,46.46225080000001,10.3471967,Hotel Edelweiß
202,avarua,-48.32116007129032,-161.44758319379463,78.8,78.0,38.0,25.28,CK,1601428260.0,-21.2065593,-159.7758407,Little Polynesian Resort
203,svetlogorsk,66.80679287385863,91.0517948225484,57.34,65.0,100.0,10.89,BY,1601428289.0,54.9394562,20.1584706,"""HARTMAN"" Hotel & Restaurant"
204,carira,-10.151969592338956,-37.96312081778183,65.73,91.0,0.0,7.16,BR,1601428290.0,-10.3561338,-37.7022171,Hotel Barreto
205,illoqqortoormiut,81.41905841282932,-9.414350848944538,,,,,,,70.48556909999999,-21.9628757,فندق إيتوكوتورميت
206,agirish,62.62288626295583,63.130402937754745,44.19,94.0,80.0,6.33,RU,1601428290.0,61.9276281,63.016679,Sberbank Rossii
207,aykhal,67.96234396466625,107.6432122524293,23.0,92.0,90.0,6.71,RU,1601428290.0,65.94171899999999,111.4881131,Гостиница Айхал
208,saskylakh,89.40040046939552,114.95174111385175,27.91,95.0,17.0,5.73,RU,1601428291.0,71.954308,114.1198349,
209,saleaula,3.1289189941101228,-170.3913776558979,,,,,,,-13.4482906,-172.3367114,Savaii Lagoon Resort
210,caravelas,-18.464448560410272,-34.21547257912849,74.08,85.0,0.0,7.0,BR,1601428291.0,-17.7337668,-39.2652781,Hotel Brisa dos Abrolhos
211,busselton,-72.4056941559644,94.27766276688163,64.0,80.0,99.0,10.42,AU,1601428240.0,-33.6531584,115.3454892,Pullman Bunker Bay Resort Margaret River Region
212,castro,-58.304482585168714,-111.60014010785378,64.38,93.0,1.0,4.29,BR,1601428291.0,,,
213,whitecourt,54.24907242507703,-115.20332971422786,57.2,26.0,20.0,14.99,CA,1601428292.0,54.1273952,-115.6654225,The Kanata Inns - Whitecourt Hotel
214,georgetown,-0.1880474675348296,-18.740028707484868,82.4,94.0,20.0,3.36,MY,1601428265.0,38.9076089,-77.07225849999999,Yours Truly DC Hotel
215,chipinge,-21.335345139769586,33.77850824399516,62.24,98.0,89.0,3.36,ZW,1601428292.0,-20.1938273,32.6205674,Heaven Lodge
216,chake chake,-5.610287715845146,41.83029936924001,75.16,82.0,87.0,4.88,TZ,1601428292.0,-5.2505483,39.7807076,The Manta Resort - Pemba Island
217,amuntai,-0.5140260768681912,114.1839900990392,84.25,67.0,57.0,0.94,ID,1601428293.0,-2.416604,115.239098,Aston Tanjung City Hotel
218,vostok,47.55357717252149,147.04276938167203,51.17,68.0,0.0,3.36,RU,1601428293.0,,,
219,thompson,70.38989374411636,-100.43379505971943,50.0,76.0,75.0,4.7,CA,1601428293.0,38.23917,-122.28056,Bann at Oak Knoll Napa Hotel
220,bosaso,12.602010070485944,48.44366724943464,83.28,63.0,0.0,2.98,SO,1601428293.0,11.2755407,49.1878994,Gacayte Hotel
221,puerto ayora,-24.680902034379603,-102.38219200818413,68.0,91.0,65.0,10.0,EC,1601428262.0,-0.7432918,-90.3156893,Ninfa
222,punta arenas,-73.92048585069745,-96.30132617070619,33.8,86.0,40.0,26.4,CL,1601428251.0,-53.1638329,-70.9170683,Hotel José Nogueira
223,nikolskoye,52.1140908558451,174.62953807666213,52.0,93.0,75.0,2.24,RU,1601428294.0,55.1981604,166.0015368,
224,hilo,13.540530240749021,-135.613632588953,84.2,70.0,1.0,11.41,US,1601428266.0,19.7241106,-155.0868193,Oceanfront Legacy Vacation Rental
225,haines junction,62.32545767512701,-142.44816036157306,45.64,59.0,100.0,1.57,CA,1601428294.0,60.7544541,-137.5117819,Raven's Rest Inn
226,hermanus,-50.180710833899575,11.52641537783407,45.0,93.0,29.0,3.67,ZA,1601428256.0,-34.4092004,19.2504436,Benguela Accommodation Gansbaai
227,urumqi,43.80829101292244,88.88917204218939,42.8,45.0,0.0,6.71,CN,1601428295.0,43.825592,87.61684799999999,Hilton Urumqi
228,vanimo,3.265158527412368,142.1453518655233,85.62,66.0,15.0,5.41,PG,1601428260.0,-2.6896767,141.2998457,Sandaun Surf Hotel
229,kapaa,11.21478589995732,-165.12793504390098,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,Hilton Garden Inn Kauai Wailua Bay
230,samusu,-11.12277326942278,-163.88067223878582,,,,,,,-14.0056774,-171.4299586,Saletoga Sands Resort & Spa
231,avarua,-52.005425317078235,-161.2648929374561,78.8,78.0,38.0,25.28,CK,1601428260.0,-21.2065593,-159.7758407,Little Polynesian Resort
232,esperance,-54.17852804356996,125.71062143885591,59.0,100.0,0.0,11.41,AU,1601428289.0,-33.8613103,121.8914238,The Jetty Resort
233,samur,41.65208003240002,48.51671458901285,55.27,68.0,81.0,8.23,RU,1601428297.0,41.4838704,47.6126948,Macara Sheki City Hotel
234,punta arenas,-76.42574103909253,-120.69375602260136,33.8,86.0,40.0,26.4,CL,1601428251.0,-53.1638329,-70.9170683,Hotel José Nogueira
235,rikitea,-62.57814172761972,-115.2896475468846,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
236,mar del plata,-69.60257069047312,-21.643133175731574,63.0,63.0,94.0,8.05,AR,1601428264.0,-38.0054771,-57.5426106,Lombis Lodge
237,mataura,-79.42510058200077,-146.20462909236738,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
238,irbeyskoye,55.345945469648846,95.33374846674671,31.12,95.0,0.0,2.89,RU,1601428298.0,55.6389229,95.4561509,Мотель Канны
239,pisco,-20.331622479193076,-84.44507635389259,62.6,82.0,19.0,17.22,PE,1601428298.0,-13.7134562,-76.1841701,"Hotel Paracas, a Luxury Collection Resort, Paracas"
240,upernavik,70.71799958339463,-61.267134935472576,24.13,90.0,83.0,8.79,GL,1601428266.0,72.7862882,-56.1375527,Café de Upernavik
241,norman wells,65.02451531099092,-129.99574202662254,44.6,65.0,75.0,9.17,CA,1601428280.0,65.28149379999999,-126.8286524,Heritage Hotel
242,vaini,-30.26056297000329,-174.46186539532837,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
243,katsuura,21.046084186301442,152.61550597397223,73.99,50.0,1.0,5.01,JP,1601428299.0,35.1522272,140.3208833,Splash Guest House
244,busselton,-57.362101699270866,91.85793237686985,64.0,80.0,99.0,10.42,AU,1601428240.0,-33.6531584,115.3454892,Pullman Bunker Bay Resort Margaret River Region
245,albany,-83.88789750751782,106.54098249386855,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
246,coquimbo,-28.273464082469744,-76.9541900732295,53.6,76.0,0.0,6.93,CL,1601428299.0,-29.9590009,-71.3389183,Palmas de La Serena Hotel & Convention Center
247,east london,-77.22193675532031,54.00626658287192,57.45,68.0,17.0,2.59,ZA,1601428263.0,-33.0291582,27.8545867,Prana Lodge
248,khatanga,78.3054735719339,104.96912248989464,30.97,99.0,100.0,13.29,RU,1601428300.0,71.964027,102.4406129,"Gostinitsa ""Zapolyar'ye"""
249,nikolskoye,47.80496378930178,172.39249822256897,52.0,93.0,75.0,2.24,RU,1601428294.0,55.1981604,166.0015368,
250,sosua,19.97912739107346,-70.41943528310374,78.8,94.0,75.0,7.72,DO,1601428300.0,19.7519321,-70.5189177,Natura Cabana Boutique Hotel & Spa
251,ushuaia,-71.08293861039255,-54.38643782019052,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
252,bluff,-80.38142016241824,158.23463222246738,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
253,saint-philippe,-55.02366781557557,72.30959873122646,68.0,72.0,38.0,5.82,RE,1601428284.0,-21.358118,55.764656,Palm Hotel & Spa
254,rikitea,-48.17034169243859,-112.13226906437008,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
255,atuona,5.044101371006022,-143.60528485626924,78.4,75.0,0.0,17.94,PF,1601428280.0,-9.8028605,-139.0398069,Hôtel Hiva Oa Hanakee Lodge
256,mataura,-27.348758610861893,-143.72878718650557,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
257,rapid city,43.506387699066856,-103.34299811381348,71.6,28.0,1.0,11.41,US,1601428302.0,44.0805434,-103.2310149,Under Canvas Mount Rushmore
258,richards bay,-31.768745003524536,35.789194106489454,61.56,85.0,87.0,4.92,ZA,1601428302.0,-28.7807276,32.0382856,Hippo Lodge - St Lucia
259,komsomolskiy,74.05738846114488,173.11010056904973,55.4,58.0,100.0,2.24,UZ,1601428302.0,,,
260,severo-kurilsk,45.839210963615464,161.7931595510801,55.15,66.0,100.0,9.73,RU,1601428265.0,50.6683424,156.115192,Kak Doma
261,illoqqortoormiut,70.12849051296183,-23.7552550714276,,,,,,,70.48556909999999,-21.9628757,فندق إيتوكوتورميت
262,adrar,29.411387938083447,-1.54832421650255,90.81,19.0,0.0,8.77,MR,1601428303.0,19.8652176,-12.8054753,Erch Camp
263,yellowknife,89.83721511191183,-105.82772680561857,42.8,87.0,75.0,12.75,CA,1601428247.0,62.4539717,-114.3717887,Blachford Lake Lodge
264,nantucket,38.97227692932029,-67.92489345692974,66.2,93.0,90.0,9.17,US,1601428303.0,41.2834704,-70.099451,The Wauwinet
265,vanavara,59.135850011725246,101.23945551262466,29.61,93.0,0.0,5.44,RU,1601428304.0,60.3394104,102.2965426,Russia
266,airai,18.875674822809568,146.5960182323764,76.08,40.0,100.0,5.97,TL,1601428304.0,7.396611799999999,134.5690225,Palau Pacific Resort
267,mataura,-76.02094107431745,-144.56831245174712,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
268,jabiru,-12.105566222191058,133.06911986060345,,,,,,,,,
269,aswan,21.958772923301453,32.203724361033125,82.22,22.0,0.0,5.84,EG,1601428304.0,24.088938,32.8998293,Kendaka Nubian House
270,rikitea,-59.801493349342785,-125.15422357141951,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
271,ushuaia,-81.46931710003284,-80.43705220235799,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
272,kapaa,37.39096313645639,-164.24424698675517,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,Hilton Garden Inn Kauai Wailua Bay
273,carnarvon,-29.8415145009942,101.7682997460243,66.2,59.0,0.0,16.11,AU,1601428242.0,-24.8877473,113.6621827,Coral Coast Tourist Park
274,san jose,7.508569252602242,-93.59507458965578,81.0,50.0,75.0,12.75,US,1601428305.0,37.3382082,-121.8863286,FOUND Hotel San Francisco
275,preston,42.596738865867906,-111.39185270776883,48.99,89.0,94.0,9.08,GB,1601428306.0,53.763201,-2.70309,The Mitre Hotel
276,esperance,-28.450111302533454,124.68828754996956,59.0,100.0,0.0,11.41,AU,1601428289.0,-33.8613103,121.8914238,The Jetty Resort
277,vaini,-75.63436555926043,-176.40372931441289,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
278,tasiilaq,59.323412283030784,-36.44459774397495,32.0,92.0,100.0,4.7,GL,1601428251.0,65.6134561,-37.6335696,The Red House
279,leningradskiy,74.81322804641661,178.1319728064561,37.98,76.0,75.0,7.09,RU,1601428307.0,55.7760848,37.655356,Moscow Marriott Grand Hotel
280,les cayes,16.43069347137059,-73.67504778425484,80.92,81.0,100.0,6.49,HT,1601428307.0,18.2042851,-73.7536695,Villa Orphee
281,ponta do sol,15.99996310348132,-40.37978668243005,69.8,68.0,75.0,6.93,PT,1601428253.0,32.6854883,-17.0864266,Hotel Calamar
282,rikitea,-67.30893877635125,-116.67778377512137,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
283,lorengau,9.404009317698497,147.00438053161344,85.86,68.0,100.0,9.75,PG,1601428271.0,-2.0298424,147.2743657,Lorengau Harbourside Hotel
284,ribeira grande,38.16457983810662,-35.88938474659014,66.47,69.0,1.0,10.29,PT,1601428277.0,37.8210369,-25.5148137,"Senhora da Rosa, Tradition & Nature Hotel"
285,uray,60.7490282291464,64.5836061597762,42.44,94.0,8.0,6.38,RU,1601428308.0,60.12543359999999,64.8066207,Hotel Pioner
286,kaitangata,-51.610154730872324,170.56396540104197,42.78,89.0,100.0,11.01,NZ,1601428246.0,-46.2859133,169.846066,Hotel Saint Clair
287,albany,-53.15298022861812,107.05477945572977,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
288,rikitea,-57.03748934753152,-121.64945895775196,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
289,amderma,70.11248017186932,58.92187787121401,,,,,,,69.751221,61.6636961,
290,rikitea,-30.316364705721327,-124.46122718640369,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
291,leiyang,26.137404281344573,112.89932069998804,68.61,94.0,100.0,4.81,CN,1601428310.0,26.422277,112.859759,HengNan Jun to grand Hotel
292,ushuaia,-63.392852085572,-67.19202477261186,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
293,karakendzha,39.17837485885568,71.21781567802003,,,,,,,39.24299999999999,71.527924,Hotel-Hostel Iroda (The Nearest Hotel the Fortress and Hot Source.)
294,port hedland,-17.49465351903396,117.01683194117254,93.2,10.0,18.0,17.22,AU,1601428311.0,-20.3839142,118.6483796,The Esplanade Hotel
295,mookane,-23.852362606125087,26.26223268784545,61.32,88.0,0.0,6.55,BW,1601428311.0,-23.6926,26.656281,Tweerivier Game Farm
296,bluff,-74.37112109517693,168.61352432431426,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
297,praia da vitoria,44.045930051770476,-25.17023634138891,66.2,72.0,75.0,7.23,PT,1601428311.0,38.7339162,-27.0646976,Caparica Azores Ecolodge
298,rikitea,-28.8248470059238,-132.34980005324724,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
299,vaini,-89.48541160850786,-174.63554774894112,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
300,tuktoyaktuk,87.96574935531046,-125.49738748546724,37.4,93.0,90.0,2.24,CA,1601428281.0,69.445358,-133.034181,Hunter's B&B
301,mataura,-54.82892852463254,-161.4227960331294,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
302,puerto ayora,-6.10341272434971,-99.56308970664944,68.0,91.0,65.0,10.0,EC,1601428262.0,-0.7432918,-90.3156893,Escalesia SeaFront
303,nantucket,39.82043630318444,-70.8189750839433,66.2,93.0,90.0,9.17,US,1601428303.0,41.2834704,-70.099451,The Wauwinet
304,rikitea,-43.1645210360257,-127.43144532873852,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
305,tiksi,74.19081268615972,122.81233218615263,33.76,97.0,100.0,14.03,RU,1601428248.0,71.63748199999999,128.8644716,Arktika
306,belushya guba,87.8769950087605,48.12966287724305,,,,,,,71.53903389999999,52.3381368,Sberbank Rossii
307,gallup,36.50848387190342,-109.71410534581007,78.8,6.0,1.0,12.75,US,1601428313.0,35.528545,-108.741962,El Rancho Hotel
308,albany,-64.26347268397475,102.59298299228493,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
309,hobart,-76.37506983918175,136.15617488224294,63.0,62.0,75.0,11.41,AU,1601428065.0,-42.8821377,147.3271949,Claremont House
310,torbay,44.17557105270575,-40.576568255415204,64.0,1.0,4.0,4.0,CA,1601428314.0,47.6580777,-52.7355238,Whale House Guest House
311,laguna,-29.00774791876828,-47.581552755171,96.01,20.0,1.0,3.36,US,1601428314.0,33.5427189,-117.7853568,Montage Laguna Beach
312,ribeira grande,33.25451804457869,-32.77736762515286,66.47,69.0,1.0,10.29,PT,1601428277.0,37.8210369,-25.5148137,"Senhora da Rosa, Tradition & Nature Hotel"
313,lagoa,51.69354130685917,-31.88371025459045,66.51,68.0,2.0,7.72,PT,1601428315.0,37.1356176,-8.4514359,VILA VITA Parc Resort & Spa
314,new norfolk,-45.672191379677535,144.28041531105544,63.0,69.0,90.0,1.01,AU,1601428268.0,-42.7828332,147.0593848,Hotel Grand Chancellor Hobart
315,manokwari,2.706444835595917,134.00932557331112,84.81,64.0,24.0,4.21,ID,1601428315.0,-0.8614531,134.0620421,Swiss Belhotel Manokwari
316,pimentel,-11.836815816861787,-87.81397469313075,61.27,87.0,0.0,12.17,PE,1601428315.0,,,
317,benjamin constant,-5.1323915298387845,-69.89209632948415,75.2,94.0,100.0,1.12,BR,1601428316.0,-4.5204349,-69.9550338,Hotel Utüane
318,qaanaaq,84.82962124723878,-77.91232457205578,14.27,78.0,0.0,6.11,GL,1601428316.0,77.4670434,-69.2284827,Qaanaaq Hotel
319,kapaa,25.609862340024147,-177.4519364415356,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,Hilton Garden Inn Kauai Wailua Bay
320,saldanha,-45.95084924595547,-8.865917503653124,48.2,81.0,39.0,4.7,ZA,1601428253.0,-33.0276981,17.9176312,Strandloper Ocean Boutique Hotel
321,cape town,-49.421897309848404,7.802454100543003,55.0,76.0,31.0,10.29,ZA,1601428196.0,-33.9248685,18.4240553,Atlanticview Cape Town Boutique Hotel
322,kushiro,42.94654370267753,144.9085556690329,59.0,87.0,75.0,3.36,JP,1601428162.0,42.9849413,144.3818041,La Vista Akangawa Hotel
323,georgetown,-0.006759096649304297,-17.622682801017877,82.4,94.0,20.0,3.36,MY,1601428265.0,38.9076089,-77.07225849999999,Yours Truly DC Hotel
324,barrow,87.0745221762986,-160.54696726632255,33.8,80.0,90.0,11.41,US,1601428249.0,71.29055559999999,-156.788611,Top of the World Hotel
325,taboga,8.707677297892815,-79.22426492931152,51.01,91.0,4.0,6.15,IT,1601428317.0,8.787191199999999,-79.55753419999999,Hard Rock Hotel Panama Megapolis
326,bonthe,4.006535320221417,-16.615185812245016,77.38,90.0,94.0,4.97,SL,1601428318.0,7.525702799999999,-12.5039922,Bonthe Holiday Village
327,avarua,-59.02781262209616,-167.44148942365203,78.8,78.0,38.0,25.28,CK,1601428260.0,-21.2065593,-159.7758407,Sunrise Beach Bungalows
328,ushuaia,-67.92614283143821,-58.3363817676355,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Las Hayas Ushuaia Resort
329,tasiilaq,84.26792576739493,-39.049028717932856,32.0,92.0,100.0,4.7,GL,1601428251.0,65.6134561,-37.6335696,The Red House
